U_OldCode;CardName;CardType;CardFName;Type;Series;GroupCode;CreditLimit;U_locktimeout;FederalTaxID;MailAddress;Outlet;Address;Delivery Route
A101.042;ROEMAH KOE HOTEL;cCustomer;ROEMAH KOE HOTEL;Hotel;802;100;1000000;30;0.0000.00000.00000.;JL.SENDANG LAWE DUSUN 3 KARANGGENENG KEC BOYOLALI;RESWARA;JL.SENDANG LAWE DUSUN 3 KARANGGENENG KEC BOYOLALI;
A115.049;RS. INDRIATI (PT.DELTA MERLIN);cCustomer;PT. DELTA MERLIN;Hotel;802;100;10000000;7;0.0000.00000.00000.;Solo;RILASSATI KITCHEN AND PASTRY;Solo;
A102.229;RUMAH AT SIRI;cCustomer;RUMAH AT SIRI;Hotel;802;100;90000000;0;73.368.741.2-528.000;"Jl. Solo - Purwodadi Dusun 1 Gemolong 
 Kec. Gemolong Kabupaten Sragen";RISMA;"Jl. Solo - Purwodadi Dusun 1 Gemolong 
 Kec. Gemolong Kabupaten Sragen";
A101.041;RUMAH BOEDI RESIDANCE VILLA BOROBUDUR;cCustomer;RUMAH BOEDI RESIDANCE VILLA BOROBUDUR;Hotel;802;100;0;0;0.0000.00000.00000.;"Jl. A. Yani No.310 
 (Dkt Terminal Tirtonadi) 
 Solo";ROCKET;"Jl. A. Yani No.310 
 (Dkt Terminal Tirtonadi) 
 Solo";
A115.007;SAHID RAYA (PT. SAHID & CO);cCustomer;PT. SAHID & CO;Hotel;802;100;2000000;0;0.0000.00000.00000.;Yogyakarta;Rumah Makan Wonosari;Yogyakarta;
A101.034;SOLO PARAGON HOTEL RESIDENCE (PT. SUNINDO GAPURA PRIMA);cCustomer;PT. SUNINDO GAPURA PRIMA;Hotel;802;100;50000000;0;0.0000.00000.00000.;Jl. Gajah Mada No.47 B, Punggawan, Banjarsari, Kota Surakarta, Jawa Tengah 57132, Indonesia;SOLO BAKERY;Jl. Gajah Mada No.47 B, Punggawan, Banjarsari, Kota Surakarta, Jawa Tengah 57132, Indonesia;
A101.051;SWISS-BELL HOTEL SOLO (PT. DELTA MERLIN DUNIA PROPERTI);cCustomer;PT. DELTA MERLIN DUNIA PROPERTI;Hotel;802;100;100000000;7;0.0000.00000.00000.;"JLN. MELATI NO. 5A 
 SOLO (BELAKANG RS. KASIH IBU)";SUNRISE;"JLN. MELATI NO. 5A 
 SOLO (BELAKANG RS. KASIH IBU)";
A101.049;SWISS BELL INN SARIPETOJO (PT. SOLO REGENCY HOTEL);cCustomer;PT. SOLO REGENCY HOTEL;Hotel;802;100;500000000;30;74.130.862.1-526.000;Food Court Lt. 2 Solo Grand MallJL. Slamet Riyadi Street No.273, Penumping, Laweyan, Surakarta;SUPER CHICKEN SGM;Food Court Lt. 2 Solo Grand MallJL. Slamet Riyadi Street No.273, Penumping, Laweyan, Surakarta;
A101.007;THE ADHIWANGSA HOTEL SOLO;cCustomer;THE ADHIWANGSA HOTEL SOLO;Hotel;802;100;50000000;30;0.0000.00000.00000.;Jl. Adi Sucipto No.47 Blulukan Colomadu;Syariah Lor Inn;Jl. Adi Sucipto No.47 Blulukan Colomadu;
A101.064;THE SUNAN HOTEL (PT. GRAHAMULYA WIRASTAMA);cCustomer;PT. GRAHAMULYA WIRASTAMA;Hotel;802;100;200000000;0;0.0000.00000.00000.;JL.SLAMET RIYADI JOHOSARI GAYAM KEC SUKOHARJO;TAT'S HOUSE;JL.SLAMET RIYADI JOHOSARI GAYAM KEC SUKOHARJO;
A101.055;ZEST HOTEL SOLO (PT. BUMI HARAPAN INDAH);cCustomer;PT. BUMI HARAPAN INDAH;Hotel;802;100;1000000;0;0.0000.00000.00000.;Jl. Abdul Muis no. 21 Setabelan Solo;Xin-Xin Restaurant;Jl. Abdul Muis no. 21 Setabelan Solo;
A114.093;ADLER KAFFEE;cCustomer;ADLER KAFFEE;Coffee Shop;829;120;10000000;0;0.0000.00000.00000.;Jl. Mertolulutan No.30, Purwodiningratan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;ADLER KAFFE;Jl. Mertolulutan No.30, Purwodiningratan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;
A114.001;AJAR NGOPI;cCustomer;AJAR NGOPI;Coffee Shop;829;120;1000000;30;0.0000.00000.00000.;JL. DOKTOR SUTOMO NO 21 A PENUMPING;AJAR NGOPI;JL. DOKTOR SUTOMO NO 21 A PENUMPING;
A102.047;ALMAMATER;cCustomer;ALMAMATER;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;Jl. Ir. Sutami No.32, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;ALMAMATER;Jl. Ir. Sutami No.32, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;
A114.008;BABE'S COFFEE;cCustomer;BABE'S COFFEE;Coffee Shop;829;120;1000000;30;0.0000.00000.00000.;JL. KAPTEN MULYADI NO 115PASAR KLIWONSURAKARTA - 57113;AZIZA Hotel;JL. KAPTEN MULYADI NO 115PASAR KLIWONSURAKARTA - 57113;
A114.09;BABRAK SPACE;cCustomer;BABRAK SPACE;Coffee Shop;829;120;10000000;60;0.0000.00000.00000.;KARANGANYAR;AZKAYRA FROZEN;KARANGANYAR;
A102.054;BERANDA RUMAH;cCustomer;BERANDA RUMAH;Coffee Shop;829;120;5000000;7;69.614.397.3-528.000;JALAN PAKEL NO NO 40 BELAKANG FAVE HotelMANAHAN SOLO;BEE SQUARE;JALAN PAKEL NO NO 40 BELAKANG FAVE HotelMANAHAN SOLO;
A114.011;BENOWO KOPI;cCustomer;BENOWO KOPI;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;JL.RAYA SOLO BAKI NO A5 SUKOHARJO JAWA TENGAH;BEEF BRO;JL.RAYA SOLO BAKI NO A5 SUKOHARJO JAWA TENGAH;
A114.007;BLACKBIRD COFFEE;cCustomer;BLACKBIRD COFFEE;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;Jl. Adi Sucipto No.154, Blulukan, Colomadu;BIG BRO;Jl. Adi Sucipto No.154, Blulukan, Colomadu;
A114.012;BLACK BIRD COFFE SOLO;cCustomer;BLACK BIRD COFFE SOLO;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;JL. ADI SUMARMO NO 196, SAWAH GEDONGAN, KEC . COLOMADU , KABUPATEN KARANGANYAR. 557173;BLACK ARION;JL. ADI SUMARMO NO 196, SAWAH GEDONGAN, KEC . COLOMADU , KABUPATEN KARANGANYAR. 557173;
A114.096;BLACKBIRD PALUR;cCustomer;BLACKBIRD PALUR;Coffee Shop;829;120;1000000;14;0.0000.00000.00000.;Jl. Gatot Subroto No.35, Singosaren, Kemlayan, Serengan;BLACKBIRD COFFEE;Jl. Gatot Subroto No.35, Singosaren, Kemlayan, Serengan;
A114.095;MRCL COFFE STUDIO;cCustomer;MRCL COFFE STUDIO;Coffee Shop;829;120;5000000;0;0.0000.00000.00000.;SOLO;BRIAN;SOLO;
A102.055;BURGER DAN KOPI LAWE;cCustomer;BURGER DAN KOPI LAWE;Coffee Shop;829;120;5000000;0;0.0000.00000.00000.;SOLO;BU NOVI;SOLO;
A114.002;BUTLER COFFEE BOUTIQUE;cCustomer;BUTLER COFFEE BOUTIQUE;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;JLN. LATAR IRENG BARENGKLATEN;BU RATIH - PARU;JLN. LATAR IRENG BARENGKLATEN;
A114.014;CAFE AT EDEN;cCustomer;CAFE AT EDEN;Coffee Shop;829;120;50000000;0;35.248.257.4.526.000;"Jl. Perintis Kemerdekaan, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57147 
 (KOPI LAWE)";BURGER LAWE;"Jl. Perintis Kemerdekaan, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57147 
 (KOPI LAWE)";
A114.013;CAFE MILLENIAL;cCustomer;CAFE MILLENIAL;Coffee Shop;829;120;1000000;30;80.039.843.0-526.000;Jl. Ronggowarsito No.171, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131;Butler Coffee Boutique;Jl. Ronggowarsito No.171, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131;
A114.017;CALYA COFFE AND EATERY;cCustomer;CALYA COFFE AND EATERY;Coffee Shop;829;120;5000000;30;0.0000.00000.00000.;Jl. KH. Samanhudi no 55 Laweyandepan kampus stimik, satu komplek dengan avista fashion;CAFE MILLENIAL;Jl. KH. Samanhudi no 55 Laweyandepan kampus stimik, satu komplek dengan avista fashion;
A114.069;CATNIPHORA;cCustomer;CATNIPHORA;Coffee Shop;829;120;5000000;7;0.0000.00000.00000.;JL.ANDALAS,PANDANREJO,SEMANGKAK KEC KLATEN TENGAH;CALYA COFFE AND EATERY;JL.ANDALAS,PANDANREJO,SEMANGKAK KEC KLATEN TENGAH;
A114.015;CNY COFFEE & KITCHEN;cCustomer;CNY COFFEE & KITCHEN;Coffee Shop;829;120;1000000;30;0.0000.00000.00000.;SOLO;CIK MEI MEI;SOLO;
A114.016;COKOLADE;cCustomer;COKOLADE;Coffee Shop;829;120;1000000;7;0.0000.00000.00000.;Jl. K.H Samanhudi No.133, Sondakan, Laweyan, Surakarta;CNY COFFEE & KITCHEN;Jl. K.H Samanhudi No.133, Sondakan, Laweyan, Surakarta;
A102.069;COMITEA;cCustomer;COMITEA;Coffee Shop;829;120;500000;0;0.0000.00000.00000.;Jl. Yos Sudarso No.361, Danukusuman, Kec. Serengan, Kota Surakarta,;COCONUTS;Jl. Yos Sudarso No.361, Danukusuman, Kec. Serengan, Kota Surakarta,;
A102.07;COOLFRAME;cCustomer;COOLFRAME;Coffee Shop;829;120;5000000;30;75.425.183.3.532.000;Jl. Dr. Rajiman No.395, Bumi, Kec. Laweyan, Kota Surakarta;COKOLADE;Jl. Dr. Rajiman No.395, Bumi, Kec. Laweyan, Kota Surakarta;
A114.056;MODUS CAFE;cCustomer;MODUS CAFE;Coffee Shop;829;120;5000000;14;01.752.106.3-526.000;JL. IR SUTAMI NO 118 PUCANGSAWIT JEBRESSURAKARTA;CV METRO (DALLAS OFFICE);JL. IR SUTAMI NO 118 PUCANGSAWIT JEBRESSURAKARTA;
A114.097;DON COFFE;cCustomer;DON COFFE;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;Jl Yos SudarsoSurakarta;D'Living Restaurant;Jl Yos SudarsoSurakarta;
A114.047;KHAS COFFE;cCustomer;KHAS COFFE;Coffee Shop;829;120;1000000;28;0.0000.00000.00000.;"KAMPUNG BARU RT 03/5 
 GATAK KLATEN 
 JAWA TENGAH";DARMOJO;"KAMPUNG BARU RT 03/5 
 GATAK KLATEN 
 JAWA TENGAH";
A114.018;D'COFFE CLUB SOLO;cCustomer;D'COFFE CLUB SOLO;Coffee Shop;829;120;5000000;0;0.0000.00000.00000.;JL.ADI SUMARMO NO.196 SAWAH, GEDONGAN,KEC COLOMADU, KABUPATEN KARANGANYAR JAWATENGAH;DBROTHER;JL.ADI SUMARMO NO.196 SAWAH, GEDONGAN,KEC COLOMADU, KABUPATEN KARANGANYAR JAWATENGAH;
A114.022;FOTO KOPI;cCustomer;FOTO KOPI;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;Jl. Yosodipuro No.146, Mangkubumen, Banjarsari, Kota Surakarta, Jawa Tengah;FND;Jl. Yosodipuro No.146, Mangkubumen, Banjarsari, Kota Surakarta, Jawa Tengah;
A114.021;FRAPIO COFFEE HOUSE & ICE CREAM;cCustomer;FRAPIO COFFEE HOUSE & ICE CREAM;Coffee Shop;829;120;300000;14;0.0000.00000.00000.;Hartono MallSolo Baru;FOI Restaurant;Hartono MallSolo Baru;
A114.025;GEDHEIN KOPI;cCustomer;GEDHEIN KOPI;Coffee Shop;829;120;1000000;30;0.0000.00000.00000.;Jl. Dr. Soepomo No.14, Timuran, Banjarsari, Kota Surakarta;Garden House;Jl. Dr. Soepomo No.14, Timuran, Banjarsari, Kota Surakarta;
A101.065;HEIKA KARANGANYAR;cCustomer;HEIKA KARANGANYAR;Coffee Shop;829;120;2000000;0;0.0000.00000.00000.;Jl. Raden Mas Said No.82, Ketelan, Banjarsari,;HAPPY TUTI;Jl. Raden Mas Said No.82, Ketelan, Banjarsari,;
A114.027;HEIKA KOPI KARTASURA;cCustomer;HEIKA KOPI KARTASURA;Coffee Shop;829;120;30000000;0;0.0000.00000.00000.;Jl. Raden Mas Said No.82, Ketelan, Banjarsari,;HAPPY TUTI;Jl. Raden Mas Said No.82, Ketelan, Banjarsari,;
A114.03;HEIKA KOPI MANGKUNEGARAN;cCustomer;HEIKA KOPI MANGKUNEGARAN;Coffee Shop;829;120;1000000;30;31.588.178.9-526.000;JL SLAMET RIYADI NO.464 PURWOSARILAWEYAN SURAKARTA.;HARRIS Hotel & CONVENTION SOLO;JL SLAMET RIYADI NO.464 PURWOSARILAWEYAN SURAKARTA.;
A114.028;HEIKA KOPI SUKOHARJO;cCustomer;HEIKA KOPI SUKOHARJO;Coffee Shop;829;120;20000000;14;0.0000.00000.00000.;JL. KAPTEN MULYADI MBADRAN ASRI ,JUNGKE, KEC KARANGANYAR,;HEIKA KARANGANYAR;JL. KAPTEN MULYADI MBADRAN ASRI ,JUNGKE, KEC KARANGANYAR,;
A114.026;HELLO SOLO CAFE;cCustomer;HELLO SOLO CAFE;Coffee Shop;829;120;200000;14;0.0000.00000.00000.;Jl. Kartini No.45 Timuran Kec. Banjarsari Kota Surakarta;HEIKA KOPI MANGKUNEGARAN;Jl. Kartini No.45 Timuran Kec. Banjarsari Kota Surakarta;
A115.01;IELC (INTERACTIVE ENGLISH LANGUAGE CENTER);cCustomer;IELC (INTERACTIVE ENGLISH LANGUAGE CENTER);Coffee Shop;829;120;2000000;14;0.0000.00000.00000.;JLN.SURYOPRANOTO NO.34 (DEPAN BAKSO PRAWIROREJO)SOLO;IBU VEVE;JLN.SURYOPRANOTO NO.34 (DEPAN BAKSO PRAWIROREJO)SOLO;
A114.044;KATIGA COFFEE;cCustomer;KATIGA COFFEE;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;JL.WIDORO KANDANG RT.1 RW 1 KRATONAN SOLO;KAMPUNG CAHAYA;JL.WIDORO KANDANG RT.1 RW 1 KRATONAN SOLO;
A114.034;KAYU MANIS COFFEE SHOP;cCustomer;KAYU MANIS COFFEE SHOP;Coffee Shop;829;120;20000000;0;0.0000.00000.00000.;JL.WIDORO KANDANG RT.1 RW 1 KRATONAN SOLO;KAMPUNG CAHAYA;JL.WIDORO KANDANG RT.1 RW 1 KRATONAN SOLO;
A114.036;KEDAI KOPI MATARAM;cCustomer;KEDAI KOPI MATARAM;Coffee Shop;829;120;2000000;7;0.0000.00000.00000.;BOYOLALI;KATIGA COFFEE;BOYOLALI;
A114.038;KEDAI KOPI NDOMBLONG;cCustomer;KEDAI KOPI NDOMBLONG;Coffee Shop;829;120;1000000;14;0.0000.00000.00000.;(SEBELAH IKAN GORENG CIANJUR)JL. SLAMET RIYADI 158-162SOLO;KAYU MANIS Coffee Shop;(SEBELAH IKAN GORENG CIANJUR)JL. SLAMET RIYADI 158-162SOLO;
A114.033;KEDAI KOPI SOLO;cCustomer;KEDAI KOPI SOLO;Coffee Shop;829;120;5000000;0;0.0000.00000.00000.;SOLO;KEBAB TURKI;SOLO;
A114.003;KELANA COFFE;cCustomer;KELANA COFFE;Coffee Shop;829;120;1000000;7;0.0000.00000.00000.;JL. RADJIMAN NO. 516 ALAWEYAN, SOLO;KEDAI;JL. RADJIMAN NO. 516 ALAWEYAN, SOLO;
A114.032;KEDAI KOPI SOLO;cCustomer;KEDAI KOPI SOLO;Coffee Shop;829;120;300000;0;0.0000.00000.00000.;"PINTU MASUK ASSALAM HYPERMARKET 
 Jalan A. Yani No. 308, Gumpang Lor, Pabelan, Kartasura, Sukoharjo";KEDAI ABDULLAH;"PINTU MASUK ASSALAM HYPERMARKET 
 Jalan A. Yani No. 308, Gumpang Lor, Pabelan, Kartasura, Sukoharjo";
A102.015;KOLONIAL;cCustomer;KOLONIAL;Coffee Shop;829;120;1000000;14;0.0000.00000.00000.;JLN. VETERAN NO. 180 KRATONAN, SERENGANSOLO;KIMCHI;JLN. VETERAN NO. 180 KRATONAN, SERENGANSOLO;
A114.04;KOPI LITE;cCustomer;KOPI LITE;Coffee Shop;829;120;1200000;0;0.0000.00000.00000.;SOLO GRANDMALL Lt. 3;KLASSIKO BAKERY ( YUDHISTIRA );SOLO GRANDMALL Lt. 3;
A114.039;KOPI NGELAK;cCustomer;KOPI NGELAK;Coffee Shop;829;120;11000000;0;0.0000.00000.00000.;JL.mh. hamrin no 7 Manahan banjarsari;kochamjjang;JL.mh. hamrin no 7 Manahan banjarsari;
A114.043;KOPI OPA DELANGGU;cCustomer;KOPI OPA DELANGGU;Coffee Shop;829;120;1000000;7;0.0000.00000.00000.;"JL.Dr Radjiman 323 Lawean 
 Solo";KOLONIAL;"JL.Dr Radjiman 323 Lawean 
 Solo";
A114.046;KOPI PAK NO;cCustomer;KOPI PAK NO;Coffee Shop;829;120;1000000;7;0.0000.00000.00000.;Jl. Prof. DR. Supomo No.57 Mangkubumen, Banjarsari, Surakarta;KOPI KEPI / LA FOLLA;Jl. Prof. DR. Supomo No.57 Mangkubumen, Banjarsari, Surakarta;
A114.041;KOPI SI BUDI;cCustomer;KOPI SI BUDI;Coffee Shop;829;120;5000000;7;0.0000.00000.00000.;Jl. Palem Raya, Dusun III, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo,;KOPI LITE;Jl. Palem Raya, Dusun III, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo,;
A114.045;KULONUWUN KOPI;cCustomer;KULONUWUN KOPI;Coffee Shop;829;120;2000000;7;0.0000.00000.00000.;Jl. Raya Delanggu Utara No.50 Perkebunan, Kepanjen, Delanggu, Klaten;KOPI OPA;Jl. Raya Delanggu Utara No.50 Perkebunan, Kepanjen, Delanggu, Klaten;
A114.05;LA JAVA COFFEE;cCustomer;LA JAVA COFFEE;Coffee Shop;829;120;5000000;0;0.0000.00000.00000.;Jl. Yudhistira, Serengan, Kota Surakarta, Jawa Tengah 57155, Indonesia;KUSUMA Catering;Jl. Yudhistira, Serengan, Kota Surakarta, Jawa Tengah 57155, Indonesia;
A114.051;LA JAVA KEPATIHAN;cCustomer;LA JAVA KEPATIHAN;Coffee Shop;829;120;1000000;30;0.0000.00000.00000.;Jl. Slamet Riyadi No.111, Kemlayan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57151;KUSUMA SARI;Jl. Slamet Riyadi No.111, Kemlayan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57151;
A114.052;LAWU BREAK COFFEE;cCustomer;LAWU BREAK COFFEE;Coffee Shop;829;120;1000000;14;0.0000.00000.00000.;"JLN. COKROBASKORO NO.41 
 SOLO";LARISKA RESTO;"JLN. COKROBASKORO NO.41 
 SOLO";
A102.163;MAKAN DAGING;cCustomer;MAKAN DAGING;Coffee Shop;829;120;5000000;0;0.0000.00000.00000.;JL.SULTAN SYAHRIR NO 147 TAMBAK SEGARAN;MAD BOTTLE;JL.SULTAN SYAHRIR NO 147 TAMBAK SEGARAN;
A114.062;NYAWIJI COFFE KLATEN;cCustomer;NYAWIJI COFFE KLATEN;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;JALAN KARTIKA NO.2, JEBRES, SURAKARTA, JAWA TENGAH;NICE SPICE;JALAN KARTIKA NO.2, JEBRES, SURAKARTA, JAWA TENGAH;
A114.072;PINARA COFFEE;cCustomer;PINARA COFFEE;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;Jl. Surya No.101. Jagalan SOLO;Permata;Jl. Surya No.101. Jagalan SOLO;
A102.06;COCONUTS;cCustomer;COCONUTS;Coffee Shop;829;120;0;0;0.0000.00000.00000.;JL. RAYA DJLOPO NO.54-7 , DUSUN 2 GEDANGAN , KEC , GROGOL , KABUPATEN SUKOHARJO;PT ASCARYA GLOBAL;JL. RAYA DJLOPO NO.54-7 , DUSUN 2 GEDANGAN , KEC , GROGOL , KABUPATEN SUKOHARJO;
A114.094;SOLIZ COFFE;cCustomer;SOLIZ COFFE;Coffee Shop;829;120;3000000;30;02.581.133.2-526.000;JL. SLAMET RIYADI NO.205 RT 001 RW 006 KEMLAYAN, SERENGAN, SURAKARTA;PT TRI KUSUMA SANTOSA;JL. SLAMET RIYADI NO.205 RT 001 RW 006 KEMLAYAN, SERENGAN, SURAKARTA;
A114.006;AWOR COFFEE KLATEN;cCustomer;AWOR COFFEE KLATEN;Coffee Shop;829;120;1000000;60;02.298.745.7-526.000;Slamet Riyadi St No.373, Sondakan, Laweyan, Surakarta City, Central Java 57147;PT. DUTA MITRA PROPERTINDO;Slamet Riyadi St No.373, Sondakan, Laweyan, Surakarta City, Central Java 57147;
A114.059;NGOPI SERIUS;cCustomer;NGOPI SERIUS;Coffee Shop;829;120;5000000;30;31.668.381.2-528.001;Jl. Grojogan sewu, Pintu II, Ngunut Lor RT. 4 / RW. 6, Tawangmangu;PT. NAVA SAMGATA;Jl. Grojogan sewu, Pintu II, Ngunut Lor RT. 4 / RW. 6, Tawangmangu;
A114.082;TFP COFFEE;cCustomer;TFP COFFEE;Coffee Shop;829;120;10000000;30;73.101.622.6-072.000;Jl. Slamet Riyadi No.437, Sondakan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57147;PT. SOLO REGENCY Hotel;Jl. Slamet Riyadi No.437, Sondakan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57147;
A114.042;KOPI KEPI / LA FOLLA;cCustomer;KOPI KEPI / LA FOLLA;Coffee Shop;829;120;1000000;28;03.048.991.8-019.000;KOMPLEK WIJAYA GRAND CENTER BLOK C NO 33-34 JL.WIJAYA IIPULO-KEBAYORAN BARU,JAKARTA SELATAN;PT.BOGA MAKMUR DINASTI;KOMPLEK WIJAYA GRAND CENTER BLOK C NO 33-34 JL.WIJAYA IIPULO-KEBAYORAN BARU,JAKARTA SELATAN;
A114.077;SANDARAN KOPI;cCustomer;SANDARAN KOPI;Coffee Shop;829;120;1000000;30;0.0000.00000.00000.;JLN. RONGGOWARSITO NO.38, KAMPUNG BARUSOLO;SAFFRON (EX. DELIZIOSO);JLN. RONGGOWARSITO NO.38, KAMPUNG BARUSOLO;
A114.075;SATU TUJUAN KOPI;cCustomer;SATU TUJUAN KOPI;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;"JALAN KENDEN NO 22 SURAKARTA 
 DOKTER DARUKUTNI";SAPI MELET;"JALAN KENDEN NO 22 SURAKARTA 
 DOKTER DARUKUTNI";
A114.081;SAUDAGAR COFFE;cCustomer;SAUDAGAR COFFE;Coffee Shop;829;120;2000000;0;0.0000.00000.00000.;Jl. Gajahmada No.36, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131;SARI BUNDO;Jl. Gajahmada No.36, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131;
A114.078;SENYAWA KOPI;cCustomer;SENYAWA KOPI;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;Dukuh, Ginung, Gajahan, Colomadu;SECRET GARDEN SOLO;Dukuh, Ginung, Gajahan, Colomadu;
A114.074;SOFT KOPI;cCustomer;SOFT KOPI;Coffee Shop;829;120;1000000;0;0.0000.00000.00000.;JL.UNTUNG RUROPATI NO. 8 PASAR KLIWON;SHAWAR MANIS;JL.UNTUNG RUROPATI NO. 8 PASAR KLIWON;
A114.079;STASIUN KOPI (PT. STASIUN KOPI SOLO);cCustomer;PT. STASIUN KOPI SOLO;Coffee Shop;829;120;5000000;28;0.0000.00000.00000.;Jl.Slamet Riyadi 366Solo;SOLO INN;Jl.Slamet Riyadi 366Solo;
A114.091;TOMUAN COFFE;cCustomer;TOMUAN COFFE;Coffee Shop;829;120;10000000;0;0.0000.00000.00000.;JOGOBAYAN RT.1 RW.6 STABELAN BANJARSARI SOLO (JLN. RADEN SALEH NO. 4);THE TRANS;JOGOBAYAN RT.1 RW.6 STABELAN BANJARSARI SOLO (JLN. RADEN SALEH NO. 4);
A114.084;UP DATE COFFEE;cCustomer;UP DATE COFFEE;Coffee Shop;829;120;5000000;30;0.0000.00000.00000.;Jl. Jend. Urip Sumoharjo No.50, Sudiroprajan, Kec. Jebres, Kota Surakarta, Jawa Tengah;TOKO ASIA BARU;Jl. Jend. Urip Sumoharjo No.50, Sudiroprajan, Kec. Jebres, Kota Surakarta, Jawa Tengah;
A114.088;ZEPPIN COFFEE;cCustomer;ZEPPIN COFFEE;Coffee Shop;829;120;5000000;0;0.0000.00000.00000.;"Jl. Ir. Soekarno, Kwarasan Grogol 
 Sukoharjo";WISMA BOGA REST;"Jl. Ir. Soekarno, Kwarasan Grogol 
 Sukoharjo";
A114.037;KAMAYANGAN COFFE;cCustomer;KAMAYANGAN COFFE;Coffee Shop;829;120;5000000;30;0.0000.00000.00000.;SOLO;KAMAYANGAN COFFE;SOLO;
A102.031;1863 RESTAURANT & LOUNGE;cCustomer;1863 RESTAURANT & LOUNGE;Restaurant;803;102;10000000;0;0.0000.00000.00000.;JLN. MONGINSIDI 79 SOLO(TIMUR STASIUN BALAPAN);1863 Restaurant;JLN. MONGINSIDI 79 SOLO(TIMUR STASIUN BALAPAN);
A102.328;ARMEY KITCHEN;cCustomer;ARMEY KITCHEN;Restaurant;803;102;5000000;0;0.0000.00000.00000.;JL. MARTADINATA NO 95 SOLO(DEPAN KELURAHAN SUDIROPRAJAN);A PIZZA;JL. MARTADINATA NO 95 SOLO(DEPAN KELURAHAN SUDIROPRAJAN);
A102.282;TJANGKIR GENDHIS;cCustomer;TJANGKIR GENDHIS;Restaurant;803;102;1000000;30;0.0000.00000.00000.;Jalan Adi Sucipto No. 146, Komp. Hailai, SoloJawa Tengah;Adhiwangsa;Jalan Adi Sucipto No. 146, Komp. Hailai, SoloJawa Tengah;
A102.041;AFTER SIX RESTAURANT;cCustomer;AFTER SIX RESTAURANT;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Kalilarangan No.23, Jayengan, Serengan, Kota Surakarta;AFTER SIX;Jl. Kalilarangan No.23, Jayengan, Serengan, Kota Surakarta;
A102.042;AGENK RESTAURANT;cCustomer;AGENK RESTAURANT;Restaurant;803;102;5000000;0;0.0000.00000.00000.;JL. BATURETNO - BATUWARNO, WONOGIRI;AGENK RESTO;JL. BATURETNO - BATUWARNO, WONOGIRI;
A102.044;AIRA RESTAURANT THE PARK;cCustomer;AIRA RESTAURANT THE PARK;Restaurant;803;102;1000000;7;46.146.790.4-526.000;Jl. Ir. Soekarno, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo;AIRA THE PARK MALL;Jl. Ir. Soekarno, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo;
A102.033;AIRU SUSHI RESTAURANT;cCustomer;AIRU SUSHI RESTAURANT;Restaurant;803;102;300000;28;0.0000.00000.00000.;Jl. Yososdipuro No.21Solo;AIRU SUSHI;Jl. Yososdipuro No.21Solo;
A110.004;AL GHUROBA;cCustomer;AL GHUROBA;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jl. Aster Raya, Talang Abang, RT 05/11, Sanggrahan, Kec. Grogol, Kabupaten Sukorharjo, Jawa Tengah 57552, Indonesia;AL GHUROBA;Jl. Aster Raya, Talang Abang, RT 05/11, Sanggrahan, Kec. Grogol, Kabupaten Sukorharjo, Jawa Tengah 57552, Indonesia;
